taxlevel	rankID	taxon	daughterlevels	total	A1_T1_3m	A1_T26_0m	A1_T26_3m	A1_T2_0m	A1_T2_3m	A1_T33_0m	A1_T33_3m	A1_T40_0m	A1_T40_3m	A1_T47_0m	A1_T47_3m	A1_T54_0m	A1_T54_3m	A1_T61_0m	A1_T61_3m	A2_T1_0m	A2_T1_3m	A2_T26_0m	A2_T26_3m	A2_T2_0m	A2_T2_3m	A2_T33_0m	A2_T33_3m	A2_T40_0m	A2_T40_3m	A2_T47_0m	A2_T47_3m	A2_T54_0m	A2_T54_3m	A2_T61_0m	A2_T61_3m	A3_T1_0m	A3_T1_3m	A3_T26_0m	A3_T26_3m	A3_T2_0m	A3_T2_3m	A3_T33_0m	A3_T33_3m	A3_T40_0m	A3_T40_3m	A3_T47_0m	A3_T47_3m	A3_T54_0m	A3_T54_3m	A3_T61_0m	A3_T61_3m	A4_T1_0m	A4_T1_3m	A4_T26_0m	A4_T26_3m	A4_T2_0m	A4_T2_3m	A4_T33_0m	A4_T33_3m	A4_T40_0m	A4_T40_3m	A4_T47_0m	A4_T47_3m	A4_T54_0m	A4_T54_3m	A4_T61_0m	A4_T61_3m	A5_T1_0m	A5_T1_3m	A5_T26_0m	A5_T26_3m	A5_T2_0m	A5_T2_3m	A5_T33_0m	A5_T33_3m	A5_T40_0m	A5_T40_3m	A5_T47_0m	A5_T47_3m	A5_T54_0m	A5_T54_3m	A5_T61_0m	A5_T61_3m	A6_T1_0m	A6_T1_3m	A6_T26_0m	A6_T26_3m	A6_T2_0m	A6_T2_3m	A6_T33_0m	A6_T33_3m	A6_T40_0m	A6_T40_3m	A6_T47_0m	A6_T47_3m	A6_T54_0m	A6_T54_3m	A6_T61_0m	A6_T61_3m	Negative
5	0.1.3.1.3.1	Araneae_fa	1	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.3.1.3.1.1	Araneae_ge	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.3.1.4	Opiliones	1	92	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0
5	0.1.3.1.4.1	Opiliones_fa	1	92	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0
6	0.1.3.1.4.1.1	Opiliones_ge	0	92	0	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0
3	0.1.3.2	Arthropoda_unclassified	1	75	0	0	0	1	0	0	0	0	4	0	2	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	1	0	0	3	0	0	1	0	2	0	3	0	0	3	2	0	0	0	2	1	0	0	0	0	6	0	2	0	2	0	5	0	0	0	6	0	0	0	0	0	2	1	0	0	1	2	1	0	0	0	5	0	1	0	0	0	3	0	0	0	1	0	0	0
4	0.1.3.2.1	Arthropoda_unclassified	1	75	0	0	0	1	0	0	0	0	4	0	2	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	1	0	0	3	0	0	1	0	2	0	3	0	0	3	2	0	0	0	2	1	0	0	0	0	6	0	2	0	2	0	5	0	0	0	6	0	0	0	0	0	2	1	0	0	1	2	1	0	0	0	5	0	1	0	0	0	3	0	0	0	1	0	0	0
5	0.1.3.2.1.1	Arthropoda_unclassified	1	75	0	0	0	1	0	0	0	0	4	0	2	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	1	0	0	3	0	0	1	0	2	0	3	0	0	3	2	0	0	0	2	1	0	0	0	0	6	0	2	0	2	0	5	0	0	0	6	0	0	0	0	0	2	1	0	0	1	2	1	0	0	0	5	0	1	0	0	0	3	0	0	0	1	0	0	0
6	0.1.3.2.1.1.1	Arthropoda_unclassified	0	75	0	0	0	1	0	0	0	0	4	0	2	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	1	0	0	3	0	0	1	0	2	0	3	0	0	3	2	0	0	0	2	1	0	0	0	0	6	0	2	0	2	0	5	0	0	0	6	0	0	0	0	0	2	1	0	0	1	2	1	0	0	0	5	0	1	0	0	0	3	0	0	0	1	0	0	0
3	0.1.3.3	Branchiopoda	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.3.3.1	Diplostraca	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.3.3.1.1	Diplostraca_fa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.3.3.1.1.1	Diplostraca_ge	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0.1.3.4	Ellipura	1	6055	9	78	45	48	4	0	5	0	583	0	53	0	107	9	29	6	32	0	122	0	0	0	2	191	179	1	1	4	185	0	0	33	10	30	2	83	141	161	92	0	45	0	341	0	2	516	101	0	4	1	6	39	12	30	23	0	2	26	126	0	44	60	60	5	19	0	853	2	2	0	12	0	34	91	2	0	600	0	8	23	19	0	471	0	0	0	2	0	206	0	0	0	5	0	18	0
4	0.1.3.4.1	Collembola	1	6055	9	78	45	48	4	0	5	0	583	0	53	0	107	9	29	6	32	0	122	0	0	0	2	191	179	1	1	4	185	0	0	33	10	30	2	83	141	161	92	0	45	0	341	0	2	516	101	0	4	1	6	39	12	30	23	0	2	26	126	0	44	60	60	5	19	0	853	2	2	0	12	0	34	91	2	0	600	0	8	23	19	0	471	0	0	0	2	0	206	0	0	0	5	0	18	0
5	0.1.3.4.1.1	Collembola_fa	1	6055	9	78	45	48	4	0	5	0	583	0	53	0	107	9	29	6	32	0	122	0	0	0	2	191	179	1	1	4	185	0	0	33	10	30	2	83	141	161	92	0	45	0	341	0	2	516	101	0	4	1	6	39	12	30	23	0	2	26	126	0	44	60	60	5	19	0	853	2	2	0	12	0	34	91	2	0	600	0	8	23	19	0	471	0	0	0	2	0	206	0	0	0	5	0	18	0
6	0.1.3.4.1.1.1	Collembola_ge	0	6055	9	78	45	48	4	0	5	0	583	0	53	0	107	9	29	6	32	0	122	0	0	0	2	191	179	1	1	4	185	0	0	33	10	30	2	83	141	161	92	0	45	0	341	0	2	516	101	0	4	1	6	39	12	30	23	0	2	26	126	0	44	60	60	5	19	0	853	2	2	0	12	0	34	91	2	0	600	0	8	23	19	0	471	0	0	0	2	0	206	0	0	0	5	0	18	0
3	0.1.3.5	Insecta	7	32489	50	10	70	1	15	1	69	738	0	2	0	0	1	118	0	4	34	4827	158	3	26	0	0	0	0	0	548	1	12	0	1217	1	0	1543	0	5458	1	668	0	2	1	8	1	0	0	96	19	0	12	0	0	1268	0	0	0	3	2446	0	276	0	0	2	4	6	1	9	6464	104	0	77	0	366	6	6	0	1	0	5093	3	119	0	43	84	0	66	1	243	14	29	0	0	2	17	0	21	0
4	0.1.3.5.1	Coleoptera	1	19354	1	6	6	0	10	1	0	736	0	1	0	0	0	3	0	0	24	4809	97	3	22	0	0	0	0	0	535	1	0	0	1207	0	0	1529	0	0	0	666	0	2	1	0	0	0	0	54	0	0	0	0	0	1263	0	0	0	3	2182	0	0	0	0	2	0	3	0	0	236	0	0	75	0	352	4	6	0	1	0	5086	2	0	0	1	75	0	65	0	242	0	3	0	0	2	17	0	20	0
5	0.1.3.5.1.1	Coleoptera_fa	1	19354	1	6	6	0	10	1	0	736	0	1	0	0	0	3	0	0	24	4809	97	3	22	0	0	0	0	0	535	1	0	0	1207	0	0	1529	0	0	0	666	0	2	1	0	0	0	0	54	0	0	0	0	0	1263	0	0	0	3	2182	0	0	0	0	2	0	3	0	0	236	0	0	75	0	352	4	6	0	1	0	5086	2	0	0	1	75	0	65	0	242	0	3	0	0	2	17	0	20	0
6	0.1.3.5.1.1.1	Coleoptera_ge	0	19354	1	6	6	0	10	1	0	736	0	1	0	0	0	3	0	0	24	4809	97	3	22	0	0	0	0	0	535	1	0	0	1207	0	0	1529	0	0	0	666	0	2	1	0	0	0	0	54	0	0	0	0	0	1263	0	0	0	3	2182	0	0	0	0	2	0	3	0	0	236	0	0	75	0	352	4	6	0	1	0	5086	2	0	0	1	75	0	65	0	242	0	3	0	0	2	17	0	20	0
4	0.1.3.5.2	Diptera	1	12035	6	4	59	1	0	0	0	0	0	1	0	0	0	45	0	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5447	0	1	0	0	0	6	1	0	0	42	0	0	11	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	9	6209	104	0	2	0	11	1	0	0	0	0	0	0	0	0	42	0	0	0	0	0	14	0	0	0	0	0	0	0	0
5	0.1.3.5.2.1	Diptera_fa	1	12035	6	4	59	1	0	0	0	0	0	1	0	0	0	45	0	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5447	0	1	0	0	0	6	1	0	0	42	0	0	11	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	9	6209	104	0	2	0	11	1	0	0	0	0	0	0	0	0	42	0	0	0	0	0	14	0	0	0	0	0	0	0	0
6	0.1.3.5.2.1.1	Diptera_ge	0	12035	6	4	59	1	0	0	0	0	0	1	0	0	0	45	0	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5447	0	1	0	0	0	6	1	0	0	42	0	0	11	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	9	6209	104	0	2	0	11	1	0	0	0	0	0	0	0	0	42	0	0	0	0	0	14	0	0	0	0	0	0	0	0
4	0.1.3.5.3	Hemiptera	1	93	0	0	2	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
5	0.1.3.5.3.1	Hemiptera_fa	1	93	0	0	2	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
6	0.1.3.5.3.1.1	Hemiptera_ge	0	93	0	0	2	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
4	0.1.3.5.4	Hymenoptera	1	311	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	61	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	185	0	0	0	0	0	4	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	1	1	0	0	2	0	0	0	0	0	0	0
5	0.1.3.5.4.1	Hymenoptera_fa	1	311	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	61	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	185	0	0	0	0	0	4	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	1	1	0	0	2	0	0	0	0	0	0	0
6	0.1.3.5.4.1.1	Hymenoptera_ge	0	311	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	61	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	185	0	0	0	0	0	4	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	1	1	0	0	2	0	0	0	0	0	0	0
4	0.1.3.5.5	Insecta_unclassified	1	674	38	0	3	0	2	0	1	2	0	0	0	0	0	70	0	0	1	17	0	0	4	0	0	0	0	0	3	0	0	0	9	0	0	14	0	11	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	79	0	275	0	0	0	0	0	0	0	6	0	0	0	0	3	1	0	0	0	0	7	0	119	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0
5	0.1.3.5.5.1	Insecta_unclassified	1	674	38	0	3	0	2	0	1	2	0	0	0	0	0	70	0	0	1	17	0	0	4	0	0	0	0	0	3	0	0	0	9	0	0	14	0	11	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	79	0	275	0	0	0	0	0	0	0	6	0	0	0	0	3	1	0	0	0	0	7	0	119	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0
6	0.1.3.5.5.1.1	Insecta_unclassified	0	674	38	0	3	0	2	0	1	2	0	0	0	0	0	70	0	0	1	17	0	0	4	0	0	0	0	0	3	0	0	0	9	0	0	14	0	11	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	79	0	275	0	0	0	0	0	0	0	6	0	0	0	0	3	1	0	0	0	0	7	0	119	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0
4	0.1.3.5.6	Orthoptera	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.3.5.6.1	Orthoptera_fa	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.3.5.6.1.1	Orthoptera_ge	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.3.5.7	Thysanoptera	1	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.3.5.7.1	Thysanoptera_fa	1	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.3.5.7.1.1	Thysanoptera_ge	0	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0.1.4	Ascomycota	9	69241	3570	2919	1628	743	48	5501	6	722	224	133	52	26	240	8	18	431	437	2686	564	26	1340	31	49	117	177	2	538	481	348	53	152	1082	78	10552	23	871	529	3820	279	656	13	609	210	16	40	1751	352	30	372	101	980	1406	1729	1281	534	63	278	1	832	8	259	179	470	1984	672	1857	497	562	31	1580	8	792	538	167	12	50	828	390	17	627	433	591	331	101	558	347	314	62	1065	7	582	147	1175	20	220	2
3	0.1.4.1	Ascomycota_unclassified	1	8694	2	1164	2	4	0	1625	0	62	2	0	0	1	1	0	0	0	0	2080	0	1	2	5	0	22	0	0	0	69	2	0	13	6	1	1694	0	0	0	363	0	32	0	118	3	1	0	13	0	0	1	1	1	7	0	79	1	1	2	0	0	1	0	60	0	2	0	314	4	32	0	296	0	57	1	10	0	7	1	13	0	0	1	343	1	0	1	108	0	25	4	0	2	26	3	0	1	0
4	0.1.4.1.1	Ascomycota_unclassified	1	8694	2	1164	2	4	0	1625	0	62	2	0	0	1	1	0	0	0	0	2080	0	1	2	5	0	22	0	0	0	69	2	0	13	6	1	1694	0	0	0	363	0	32	0	118	3	1	0	13	0	0	1	1	1	7	0	79	1	1	2	0	0	1	0	60	0	2	0	314	4	32	0	296	0	57	1	10	0	7	1	13	0	0	1	343	1	0	1	108	0	25	4	0	2	26	3	0	1	0
5	0.1.4.1.1.1	Ascomycota_unclassified	1	8694	2	1164	2	4	0	1625	0	62	2	0	0	1	1	0	0	0	0	2080	0	1	2	5	0	22	0	0	0	69	2	0	13	6	1	1694	0	0	0	363	0	32	0	118	3	1	0	13	0	0	1	1	1	7	0	79	1	1	2	0	0	1	0	60	0	2	0	314	4	32	0	296	0	57	1	10	0	7	1	13	0	0	1	343	1	0	1	108	0	25	4	0	2	26	3	0	1	0
6	0.1.4.1.1.1.1	Ascomycota_unclassified	0	8694	2	1164	2	4	0	1625	0	62	2	0	0	1	1	0	0	0	0	2080	0	1	2	5	0	22	0	0	0	69	2	0	13	6	1	1694	0	0	0	363	0	32	0	118	3	1	0	13	0	0	1	1	1	7	0	79	1	1	2	0	0	1	0	60	0	2	0	314	4	32	0	296	0	57	1	10	0	7	1	13	0	0	1	343	1	0	1	108	0	25	4	0	2	26	3	0	1	0
3	0.1.4.2	Dothideomycetes	7	24786	3458	0	1502	552	34	3	4	0	77	0	41	0	174	0	3	348	369	29	453	14	1212	0	12	0	63	0	368	0	194	0	47	975	54	0	20	784	416	3	94	0	4	2	118	0	28	4	240	25	261	1	559	1265	1562	33	266	0	157	0	689	0	99	0	275	1769	519	4	400	414	19	0	3	0	380	0	6	0	577	0	12	551	348	1	165	90	470	8	241	1	793	0	357	0	613	0	154	0
4	0.1.4.2.1	Botryosphaeriales	2	58	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	26	1	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	10	0	0	0
5	0.1.4.2.1.1	Botryosphaeriaceae	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.4.2.1.1.1	Botryosphaeriaceae_unclassified	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.4.2.1.1.2	Macrophomina	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.4.2.1.2	Botryosphaeriales_unclassified	1	55	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	25	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	10	0	0	0
6	0.1.4.2.1.2.1	Botryosphaeriales_unclassified	0	55	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	25	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	10	0	0	0
4	0.1.4.2.2	Capnodiales	2	1291	478	0	20	17	2	0	0	0	2	0	0	0	7	0	0	14	7	2	17	0	115	0	0	0	2	0	5	0	6	0	0	11	19	0	1	7	22	0	3	0	0	0	13	0	0	1	15	2	13	0	25	72	109	0	20	0	8	0	10	0	2	0	8	53	17	0	4	19	6	0	0	0	12	0	0	0	12	0	1	22	23	0	8	4	7	0	11	0	22	0	5	0	5	0	5	0
5	0.1.4.2.2.1	Capnodiales_unclassified	1	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	0.1.4.2.2.1.1	Capnodiales_unclassified	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5	0.1.4.2.2.2	Cladosporiaceae	1	1280	475	0	20	17	2	0	0	0	2	0	0	0	7	0	0	14	6	2	17	0	115	0	0	0	2	0	5	0	6	0	0	11	16	0	1	7	22	0	3	0	0	0	13	0	0	1	15	2	13	0	25	71	109	0	20	0	7	0	10	0	2	0	8	53	17	0	4	19	6	0	0	0	12	0	0	0	12	0	1	21	23	0	8	4	7	0	11	0	22	0	5	0	5	0	4	0
6	0.1.4.2.2.2.1	Cladosporium	0	1280	475	0	20	17	2	0	0	0	2	0	0	0	7	0	0	14	6	2	17	0	115	0	0	0	2	0	5	0	6	0	0	11	16	0	1	7	22	0	3	0	0	0	13	0	0	1	15	2	13	0	25	71	109	0	20	0	7	0	10	0	2	0	8	53	17	0	4	19	6	0	0	0	12	0	0	0	12	0	1	21	23	0	8	4	7	0	11	0	22	0	5	0	5	0	4	0
4	0.1.4.2.3	Dothideales	1	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.4.2.3.1	Aureobasidiaceae	1	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.4.2.3.1.1	Aureobasidium	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
